M,Lambda,Eta,ValidationERMS,TestingERMS
10,0,0.1,0.734016176604,0.730658412257
10,0,0.01,0.592104540206,0.592217567941
10,0,0.001,0.620899517857,0.620997552841
10,0,0.5,0.630664413991,0.630408183945
10,0,1,0.651530575954,0.653660763018
10,0,0.004,0.613394895915,0.611542375424
10,0,0.004,0.646071571539,0.644914556646
